Remove_noise,nilai,sentimen
dokter sangat cepat memberi solusi dan sangat membantu terimakasih,23,positif
sangat menolong terutama sat tengah malam anak sakit dan butuh konsul dokter spesialis,3,netral
sangat membantu sekali sat belum bisa ke rumah sakit klinik terdekat,5,positif
tidak bisa order obat sudah pilih bayar ditempat total belanja rban tapi dipesan muncul notif total belanja kamu harus diatas rp bad apa,-13,negatif
aplikasi yang sangat bagus kita bisa konsiltasi ke dokter tanpa harus pergi ke rumah sakit,-10,negatif
sangat membantu sekali dokternya ramah responya cepat trimaksih halodoc,14,positif
aplikasi sangat membantu tanpa harus antri obat di antarkan ke rumah driver terima kasih semangat terus trimaksih banyak halodoc respon cepat nb kalau bisa di dalam aplikasi ini ada foto bila pesanan obat sudah sampai belum salam hormat sukses slu,24,positif
suka dengan aplikasi respon dokternya juga cepat tapi sayang bayar semua,5,positif
aplikasi yang sangat baik hati dan bermanfat sangat membantu dari konsultasi hinga pengantaran obat sangat cepat alhamdulilah terima kasih halodoc,16,positif
sangat bagus untuk konsultasi awal terimakasih,15,positif
halodoc oke banget saya beli obat dengan resep dokter gapake lama setelah upload foto resep langsung di telepon konfirmasi dan setelah melakukan pembayaran langsung diantar gapake lama tidak ada setengah sudah nyampe padahal dapat voucher fre ongkos kirim dari gojek alias gratis biaya pengantaran uwauw halodoc jang pertahankan,17,positif
awalnya suka pakai halodoc walaupun dokternya kadang responya kurang sama keluhan kita tapi karena gratis tetep pakai kalau sekarang harus bayar lebih baik di uninstal kalau bayar cuma masih gunakan lebih baik diperbaiki daripada banyak orang yang uninstal dan tidak laku lagi halodoc,-6,negatif
di waktu dapat pangilan usahakan jangan pakai ingris yang bisa ingris terus yang tidak bisa ingris bagaimana aplikasi ini tidak di khususkan bagi yang pintar ingris jadi usahakan pakai indonesia mohon maf sebelumnya,-25,negatif
apa bagus dokter ramah terima kasih kasih halodoc,10,positif
sangat easy untuk dipakai hanya notif chat dengan dokter suka tidak muncul,2,netral
membantu untuk konsultasi tolong di banyakin stok obat watu itu beli stok kosong pelayanan baik jika tidak terhubung dengan dokter saldo di kembalikan,-3,negatif
sangat membantu dikala sedang terburu buru dan tidak ada waktu buat antri di apotik,5,positif
terima kasih halodoc go med juga di apa gojek sangat membantu biar lokasi saya sangat jauh dengan keluarga tapi masih bisa pesankan obat buat kakek karena obatnya sangat jarang ada di apotik sekitar rumah terimakasih,22,positif
setelah mengutarakan kendala penyakit langsung di respon cepat tangap dalam mencari solusi dan diberikan resep secara online yang lgsng kerja sama dengan gojek mantap,18,positif
sat hampir tengah malam ada keluhan dokter merespon dengan baik terima kasih halodoc,12,positif
saya berada di daerah terpencil yang jarang ada dokter spesialis dan ada bayangkan dengan sekali klik saya terkomunikasi dengan tenaga medis yang mumpuni saya sangat puas semoga alah swt menghapus semua penyakit mengerikan dari muka bumi ini,-12,negatif
untuk sat ini oke semoga terus berkembang lebih baik lagi terimakasih,10,positif
sangat membantu sekali aplikasi ini bisa chat langsung dengan dokternya trimakasi sekali,7,positif
sangat membantu tidak perlu berkunjung ke rumah sakit puskesmas praktek dokter terutama di istrht,2,netral
menurut saya aplikasi ini bagus krna bisa konsultan dengan dokter yang ahli dan lumayan memuaskan,0,netral
sangat membantu bisa konsultasi dengan dokter keren dan mantap,15,positif
pertama kali coba pakai halodoc dan cukup puas untuk pelayanan dari sistem aplikasi halodoc mulai dari pesan sampai obat diterima bagus dan rekomended,-6,negatif
sangat membantu kalau lagi anak sakit malam,-6,negatif
terimakasih dengan adanya halodoc jadi tidak membuat para barisan ibu tenang bisa konsultasi kalau perlu gratis terus sampai ke spesialisnya,19,positif
aplikasi yang sangat membantu di sat lagi sibuk dan belum sempat pergi ke dokter halodoc adalah solusinya,3,netral
sangat membantu sekali dengan pelayanan yang sangat ramah dan mudah di mengerti semoga lebih baik lagi terimakasih,26,positif
terimakasih karena halodoc dapat dipakai tanpa aplikasi jika untuk sekadar berkonsultasi,-3,negatif
mantap dengan adanya halodoc semakin mudah untuk konsultasi semoga semakin sukses nd semakin membantu lagi untuk kedepanya terima kasih,28,positif
aplikasinya sangat membantu tapi saya tidak bisa konsultasi lagi tidak ada pulsa uangnya apalagi saya tidak punya atm kalau bisa adain yang gratisnya terus dong,-16,negatif
benar benar sangat membantu dengan respon yang cepat,11,positif
kecewa masa baru saja download terus verifikasi nomor dan berhasil masuk namun tidak lama muncul notifikasi anda sudah masuk beberapa kali perasan saya baru masuk halodoc dokter sehat,-15,negatif
terimakasih sangat membantu dan menenangkan tetapi habis gratis sekali langsung berbayar kasian pelajar atau mahasiswa yang uangnya pasan seperti saya ehehe,11,positif
bagus dan praktis untuk yang susah atau jauh dari rumah sakit,-11,negatif
obatnya dipesan dan cepat nyampenya harga obatnya juga terjangkau,6,positif
apa halodoc ini keren banget waktu itu alergi tengah mlm bingung cari obat terus coba instal halodoc order obat di antar rumah hrga terjangkau obtnya lumayan lengkap sudah brpa order obat lewat halodoc terus tingkatkan saya suka krna cukup membantu,-5,negatif
benar membantu konsultasi dokter ada tangapan terus terimakasih banyak,21,positif
sebetulnya belum ada pengalaman konsul online kelihatanya oke mk dari itu saya cba dulu skg terima kasih,8,positif
cepat nga sampai sampai dapat promo fre ongkos kirim barokalohu fikum,14,positif
sangat membantu untuk konsultasi dokter secara cepat mudah,17,positif
cepat dan sangat efektif sangat direkomendasikan buat yang punya kegiatan padat dan tidak sempat ke dokter untuk konsultasi recomended,14,positif
seneng banget bisa konsultasi bahkan tidak harus ke tempat praktik atau rumah sakitnya,-5,negatif
sangat membantu untuk konsultasi masalah kesehatan,6,positif
sangat membantu efektif dan efisien,16,positif
sangat berguna bagi orang introvert seperti saya konsuktasi bisa bergakap dengan bebas,2,netral
bagus banget simple sehat semua,7,positif
untuk pemilihan pembayaran bisa dtmbah dengan metode yang lain misal dengan alfamidi indomaret agar memudahkan pembayaran untuk semua kalangan terima kasih aplikasi halodoc sudah sangat membantu semoga kdepan bisa memberikan pelayanan yang lbh baik lagi,-7,negatif
sangat bermanfat sekali mempermudah dalam mencari informasi,1,netral
sombong orang bertanya tidak di respon mentang mentang saya pakai fre jadi tidak di respon kalau bisa saya tidak kasih bintang tidak kasih bintang ini aplikasi tidak memberikan solusi dokternya hanya mencari materi tidak ada yang benar peduli akan masyarakat kurang pendidikan kesehatan cuks tahu aje dokter gila materi,-41,negatif
alhamdulilah dan terimakasih halodoc sudah memberi kemudahan konsultasi sama dokter langsung tanpa ribet harus bulak balik atau mencari sana sini dokter yang baik dan terpercaya,8,positif
super duper sabar semua dari mantap aplikasinya,7,positif
pengalaman pertama yang menyenangkan bisa konsultasi dengan baik dengan para dokter yang baik dan ramah dan cepat respons,18,positif
pengalaman pertama bagi saya sangat puas layanan sangat baik respon cepat,21,positif
aplikasi bagus dokternya juga jelas kalau ngejelasin gud pokoknya,-5,negatif
sangat membantu untuk pengetahuan dan pertolongan awal,17,positif
sangat membantu sekali dikala kita sakit tapi males antri untuk konsul ke dokter,-3,negatif
respon cepat ramah sabar dan menyenangkan,19,positif
suka sama aplikasi ini bisa konsultasi sama dokter secara langsung dapat resep obat juga terima kasih halodoc,17,positif
pelayanan interaktif namun berbeda saran yang bertolak belakang,-6,negatif
dokternya cukup jelas memberikan penjelasanya dari setiap pertanyan yang saya ajukan terimakasih,-10,negatif
bagus banget pelayananya setelah konsultasi dan dikasih obat besoknya di make sure kembali sama dokternya apakah cocok atau tidak sama obatnya ada keluhan atau tidak setelah minum obatnya puas banget pokoknya thank helodoc,8,positif
thankyou halodoc mempermudah dikala males jalan tapi butuh obat pelayananya cepat banget tidak sampai menit sudah sampai thankyou,-9,negatif
aplikasi halodoc sangat membantu disat kita belum sempat pergi ke dokter untuk konsultasi tentang yang dialami bisa konsul lewat aplikasi ini dan untuk awal konsul tidak dikenakan biaya apapun dan dokter juga sangat ramah terimakasih banyak dokter yang sudah melayani pertanyan saya dan juga terimakasih banyak kepada aplikasi halodoc yang sudah sangat membantu saya,18,positif
sangat membantu di keadan yang tidak mendukung,-3,negatif
saya senang disitu docter ramah ramah semua tidak bakal nyesal walaupun berbayar sedikit,-7,negatif
ini keren banget buat kalian yang malu datang ke rumah sakit dan menceritakan apa kendala kalian dengan atau yang lagi sibuk kerja cocok banget mana dokternya baik semua rekomendasi banget pokoknya,-6,negatif
aplikasi ini sunguh sangat bermanfat semoga semua dokter yang bekerjasama dengan aplikasi ini selalu diberi kesehatan,-11,negatif
saya habis bayar dokter tapi tiba tiba waktu habis waktu sudah bayar anjing di tambah lagi dokter hewan tidak ada di dalam,9,positif
baru yang pertma sya mkai aplikasi ini smoga bisa lbih mbantu untuk kdpan terima kasih,-5,negatif
lebih objektif dan hemat waktu kalau kdg bisa datang tempat melalui aplikasi ini memudahkan juga menghemat bajet semoga selalu bermanfat bagi orang banyak amin,13,positif
mantap ada dokter gratisnya juga tidak semua bayar bisa chat langsung terima kasih halodoc,12,positif
sekali bisa mengurangi waktu menungu berobat kontrol di dokter atau rumah sakit,-3,negatif
chat dijawab dengan cepat sangat membantu terima kasih dokter,17,positif
aplikasi yang bermanfat bagi orang yang sakit tingal sendiri dan tidak bisa kemana mana,-25,negatif
saya sangat puas dengan jawaban dari dokter dokternya juga sangat ramah,11,positif
aplikasinya bagus dokternya ramah hanya saja ada dokter yang lain yang tidak bisa di chat kenapa,-11,negatif
alhamdulilah ini aplikasi bagus cuma ada baiknya kalau semua chat dokter dikenakan biaya,2,netral
fix ini terbaik banget membantu banget lagi sakit dan dirumah gada orang terimakasih halodoc,8,positif
pertama kali pakai halodoc konsultasi dengan dokter spesialis dengan biaya yang hemat sekali ada diskon jadi semakin hemat dengan dokter yang ramah juga tentunya semoga selaku konsisten yah halodoc,19,positif
fitur chat payah harus back dulu baru masuk lagi baru bisa lihat chat dari dokter metode pembayaran juga payah tidak bisa copy pasti nomor atm jadi mesti keluar masuk aplikasi buat ngetik aplikasi juga sempat crash sedang menghubungkan dengan dokter dan pada sat ingin melakukan pembayaran karena dokter ok saya rate bintang dulu nanti kalau sudah bagus baru saya kasih bintang,-35,negatif
sangat puas dengan layanan dokter di halodoc terima kasih sangat bermanfat,16,positif
sangat membantu dalam hal konsultasi mengenai kesehatan,13,positif
sangat praktis dan bermanfat aplikasi ini konsultasi dengan dokter tidak perlu mengantri di klinik lagi obatnya diantar kerumah langsung dari apotik terima kasih halodoc,4,positif
sangat baik dalam menangapi keluhan sipasien dan sangat jelas cara menerangkanya,10,positif
sangat membantu di kala sakit tapi sendirian dirumah,-1,netral
tolong aplikasi halodoc jangan pelit memasukan kategori produk penghapus cat kuku nail remover setiap saya pesan acetone merk carla seharga di bagian century selalu tidak ada padahal di century selalu menyediakan jadi aplikasi jangan tidak lengkap dan pelit acetone carla itu selalu ada di century kenapa di halodoc selalu tidak tersedia saya pribadi lebih nyaman dengan acetone itu karena hemat dan botolnya plastik lebih aman dan rentan pecah jangan bikin orang nambah susah,-16,negatif
keren banget bisa pesen obat di drugstore secara cepat tidak perlu keluar dulu dapat fre ongkos kirim promo metode pembayaran juga oke bisa pakai kartu debit thnk alodokter,-1,netral
sangat suka pelayananya disini respon yang baik dokter yang baik sangat sangat puas,13,positif
dokternya bagus dan ramah untuk komunikasinya,7,positif
sangat membantu diwaktu malam ketika butuh obat respon cepat pengiriman obat cepat,-2,netral
bagus banget dan bisa membantu disat darurat god,8,positif
pelayanan bagus dan dokternya juga ramah,10,positif
sangat membantu di sat urgent membutuhkan obat di malam hari,3,netral
sangat membantu terima kasih banyak untuk aplikator juga dokter dokter yang berikan pelayananya semoga menjadi kebaikan untuk semua,12,positif
sangat membantu dalam hal pembelian obatan terima kasih halodoc sukses selalu tuhan berkati,20,positif
baru nyobain pertama kali pesen obat lewat halodoc secepat dan semudah itu proses pemesanan petunjuk cara pemesanan di aplikasinya lengkap dan pokoknya ok terima kasih halodoc,4,positif
asalamualaikum alhamdulilah terimakasih banyak ini pertama kalinya pakai aplikasi halodoc langsung konsultasi dengan ibu dokter rizki amelia terimaksih banyak sudah memberikan informasi kepada saya bu dokter,26,positif
karena kesehatan fisik dan mental juga bisa dibicarakan melalui apa ini,-3,negatif
mudah mengunakanya kalau bisa banyakin rekan yang sudah kerjasama di halodoc sehinga untuk pengiriman bisa disesuaikan dengan lokasi pemesanan kasian drivernya kalau jauh ngirim terima kasih,-1,netral
sangat membatu untuk setiap kami yang lagi sakit dirumah sendiri tidak ada yang ngantar buat beli obat terima kasih halodoc,-13,negatif
bagus aplikasinya dan sangat membantu saya yang sedang sakit tidak bisa keluar rumah,-9,negatif
aplikasi ini sangat membatu saya saf saya sedang ada masalah dengan kesehatan dokternya ramah dan cepat dalam membalas chat terima kasih,17,positif
