userName,score,at,content
Angga Kewud,5,2020-02-26 07:17:12,"Aplikasi yg bagus dan sangat membantu 😊 sukses terus buat app Halodoc. Respon chatnya cepat di balas, dokternya sangat ramah.. sekali lagi terimakasih 🙏🙏👌"
GFR's Artworks,5,2020-02-26 06:54:45,Mantab kali dok. Jangan bosen2 bakar2 duit yak. Saya suka budget promo anda.
noniko shop,5,2020-02-26 05:50:25,Cepat dan sangat terbantu
yukam channel,4,2020-02-26 04:25:41,"Dokter yang melayani konsultasi sangat ramah, fitur cukup lengkap, aplikasi yang verry usefull"
Ratna nana,5,2020-02-26 03:43:50,Dokter nya cepat dlm.menjawab pertanyaan.. Sanga membantu. Makasi halodoc dan dr. Ayu rezki. 😃
Helloton Channel,5,2020-02-26 03:23:34,"Puas sama pelayanan dokter di halodoc, respon cepat dan sangat membantu.. terimakasih"
anik ds,5,2020-02-26 00:12:06,"Terimakasih dokter2 yg bergabung di aplikasi ini, sedikit banyak sangat membantu segala saran dan informasinya. Semoga aplikasi ini semakin maju dan berkembang agar bisa menolong org yg membutuhkan."
Rusni Cantik,4,2020-02-26 00:11:50,"Alhamdulillah dgn halodoc pertanyaan mengenai kesehatan bisa trjawab dgn baik, jelas, dan bsa dimengerti. Trima ksh halodoc..."
Sartika Destiyanda,5,2020-02-25 17:40:21,"Ada nya halodoc memudahkan kita untuk konsultasi ,sebelum melangkah lebih jauh"
Fanti Iriono,5,2020-02-25 15:14:26,terima kasih halodoc saya baru pakai aplikasi ini tapi langsung terlayani oleh dokter buat keluhan2 saya lewat chat....semoga terus membantu
nblhmega,1,2020-02-25 14:57:05,"Seharusnya halodoc mempermudah menebus resep obat dari dokter bukannya mempersulit seperti ini. Kalau d farmasi rmh skit ada, engga mungkin saya sampe menggunakan halodoc untuk mencari obat. Saya juga sudah hubungi cs tp tdk memberi solusi apapun. Malah bertele2"
Gandu Irawan,5,2020-02-25 13:09:30,"Terimakasih aplikasi halodoc.. Sangat membantu saat kita lagi kesakitan, tidak perlu keluar rumah untuk konsultasi ke dokter. Lewat aplikasi ini pun sudah bisa. Sekali lagi terimakasih HALODOC."
Earth Priezen Wa,4,2020-02-25 12:22:14,Sangat bermanfaat dan membantu untuk mengetahui kondisi kesehatan kita kapanpun dan di manapun.. Terimakasih Halodoc
Kiki Azzam,4,2020-02-25 11:41:06,Sangat membantu...jadi tau masalah yang dihadapi dan dapat solusi yang sangat membantu
Saef Hidayat Tullah,3,2020-02-25 11:21:52,"Terimakasih sangat membantu konsultasinya, respon dari dokternyapun cepat."
Hery Wijaya,4,2020-02-25 09:51:16,Tanggapan cukup cepat dan konsultasinya cukup memuaskan
wahyudin shut,5,2020-02-25 09:06:32,"Pelayanan cepat dan ramah, semoga lebih baik kedepan"
Yani Andryani,5,2020-02-25 07:56:28,"Terimakasih halodoc,awalnya ragu untuk konsultasi di halodoc ini, tapi karna saya penasaran dngn keluhan setelah op,akhir nya saya konsultasi juga,dokter yang saya chat pun balas pesan cpt dan di beri saran yang telah di beri,saya lakukan.. Terimakasih:)"
Jamduabelasmalam 0000,5,2020-02-25 05:17:16,"Mantaps, beberapa kali pakai Halodoc, Obat diantar dngan aman, tanpa pamri. Terimakasih. Semoga menjadi contoh aplikasi serupa."
Yusep Romandiana,5,2020-02-25 04:53:41,"Jelas, interaktif dan bermanfaat."
Dito_ Ardho,5,2020-02-25 04:35:10,"Layanan sangat memuaskan,dan dapet resep obat nya juga"
Annisa Rachmawati,4,2020-02-25 04:23:20,"Respon dokter baik, banyak memberi saran, mudah2an keluhan saya bisa benar-benar sembuh..aamiin"
Rizki Arief,3,2020-02-25 03:11:27,"pelayan oke, cuma kenapa ga ambil obatnya dekat dengan lokasi, rmh saya di ceger Tmii ambil obatnya di Jatibening, kasihan driver nya terlalu jauh mengantar obatnya apalagi jika hujan, banjir, macet.dll yg hari ini saya rasakan yg dimana estimasi 60menit di rasa kurang karena keadaan jalan yg tdk menentu. hanya saran saja alangkah lebih baik ambil yg terdekat.. sukses Halodoc"
Diah Hidayati,5,2020-02-25 02:35:34,Baru pertama kali sy menggunakan aplikasi halodoc alhamdulillah sangat membantu dan mempermudah konsultasi dimana pun sy berada. Terimakasih Halodoc
Joy,1,2020-02-25 02:30:11,"Kenapa semua merk produk baby oil tulisannya stok habis, yang bener aja. Jelek banget ini aplikasi."
Dewi Ari,5,2020-02-25 01:49:16,"Dokter yang profesional memberikan info sangat jelas.... Aplikasi yang sangat membantu, Trimkasih Dokter2 di Halodoc..."
Afik Irwanto,3,2020-02-25 01:00:14,"Saya sangat terbantu dengan adanya halodoc. Tp dr awal saya install dan gunakan layanan halodoc, biayanya naik terus. Dr awal hanya bayar 5rb. Berikutnya bayar 8rb. Kmrn bayar 12.500. Ini pembayaran utk jasa pengiriman obat resep saya di RS. Selisih kenaikan ini hanya sebulan. Tolong kalau bisa jangan naikin biaya terus donk."
hersandi kristanto,5,2020-02-24 16:30:04,Terima kasih halodoc. Walaupun tengah malam ttep bisa beli obat. Karna sakitnya gak tahan.
yani aprilianty,5,2020-02-24 15:11:28,Sangat membantu disaat cemas dan sangat mengedukasi
Udin Arroyyan,5,2020-02-24 13:38:12,"Terima kasih halodoc,,sangat membantu sekali,,dokter dokterNya pun fast respon,,sehingga untuk beli obat tidak terlalu bingung kalau obat di apotik dekat rumah sudah habis atau lagi kosong"
Linda Ayu,5,2020-02-24 12:32:56,Dokternya ramah dan detail klo jelasin cantik pula sarannya sangat penting skali² bagi ibu² muda yg kebingungan dg anaknya yg sakit 🤗❤️❤️❤️
Nur Laela,5,2020-02-24 12:32:08,"Sangat membantu,apa.lagi di saat darurat. Terimakasih banyak"
Kampoeng 007,4,2020-02-24 12:21:07,"Alhamdulillah dengan perkembangan teknologi, konsultasi tentang kesehatan sangat mudah,, sangat membantu dan bermanfaat,,,, 😊 😊 👍 👍"
Herlambang Ramadhani,5,2020-02-24 10:10:40,sangat membantu dalam hal konsultasi penyakit dan order obat . makasih banyak halodoc
EL Path,5,2020-02-24 09:30:31,"Suka sih ini, awal konsul gratis, langsung dikasi resep obat juga. Langsung pesan obat via aplikasi juga, thanks buat dokter nya thanks juga buat halodoc ⭐"
nur aliza,5,2020-02-24 09:24:49,Alhamdulillah lumayan membantu semoga makin maju dan lancar
Geraldin Azandu Lanasta,4,2020-02-24 09:04:31,"Sangat membantu, untuk saat ini masih saya beri segini dulu, mungkin masih ada kekurangan"
Julindah Mulatsari,5,2020-02-24 03:01:31,Sangat membantu untuk para pekerja yg susah untuk ambil libur dan sakit ditengah jam kerja☺
tyas juri,5,2020-02-24 02:24:17,Jawaban dari dokternya lumayan cepat dan sangat jelas
Diah Kusumaningrum,5,2020-02-24 00:24:14,Baru pertama kali nyoba karena anak sakit dan lagi hamil & hujan jd ndak isa kemana2. Aplikasi ini sungguh informatif. Dilengkapi dengan real time melacak pesanan sampai dimana. Sangat terbantu sekali. Metode pembayaran juga banyak. Jadi lebih fleksibel.
Joshua Adrian,5,2020-02-23 23:42:09,"Sangat membantu, efisien, dan tentunya profesional. Terimakasih Halodoc!"
Lutfi Sri rahayu,5,2020-02-23 23:32:36,"Alhamdulillah terimakasih atas bantuanya, dengan adanya aplikasi ini sangat membantu sekalii, bisa bertanya langsung dengan spesialis mengenai penyakit nya dan mendapatkan informasi yang lengkap🙏🙏🙏"
Elsy Purwitasari,1,2020-02-23 23:00:08,Auto uninstal. skrng berbayar malah tambah gak jelas. udah bayar malah dokternya begitu. minta obat malah di ahkiri chatnya. Apaansi
Kusmiyanto's Pets,5,2020-02-23 18:56:59,"Sangat membantu, pelayanan sangat memuaskan, driver gojek nya juga ramah² sekali. Terima kasih"
Alvins Nation,5,2020-02-23 18:40:39,"Ini aplikasi rekomendasi banget buat kalian yg sakit, kuatir, males kerumah sakit, mager, dokternya ramah pokoknya mantap lah Terus jaya Halodoc, makasih halodoc saya sangat senang dan terbantu menjaga kesehatan saya :)"
Atimah Agus,3,2020-02-23 16:13:01,Sangat membantu & menenangkn pikiran stelah konsult nya..
azkya zaina,5,2020-02-23 16:12:40,Aplikasi ini sangat membantu saya Dan respon nya jg sangat cepat Terimakasih halodoc.........
vertica tan,4,2020-02-23 13:45:01,Sangat mudah dan bermanfaat sekali untuk yang lagi sakit dan gak bisa keluar rumah. Tinggal pesan obat apa yang mau dibeli. Tapi pengiriman lama. 1jam.. mungkin bis dipercepat.. terima kasih
herni wangi ningsih,5,2020-02-23 11:07:33,sangat membantu disaat membutuhkan informasi yg cepat dan terpercaya...
Indah Sari,5,2020-02-23 07:58:51,Dokternya baik dan sangat ramah sekali buat yg pada sakit yg gak kuat ke klinik dianjurkan pake aplikasi ini supaya lebih efisiensi tenaga
Muhammad nunu,5,2020-02-23 07:17:49,"Sangat membantu, tdk perlu bertatap langsung di rumah sakit yang begitu mengantri:))"
Nur Aeni,5,2020-02-23 04:03:00,"Pelayanannya sangat baik, dan responnya juga cepat. Saya bisa tanya2 dan minta saran sama dokternya. Saya tidak menyesal instal Halodoc😊"
Era Prawita,4,2020-02-23 03:20:32,"Penjelasan ny ckup memuaskan ,hanya respon dri dokter nya agak lambat Karna gratis itu mungkin y 😅"
agus santoso,5,2020-02-23 02:23:22,Sangat membantu di saat darurat dan di hari libur dokter pd libur n luar biasa sangat bermanfaat holadoc👍👍👍
Elin Melina,5,2020-02-23 02:11:38,"Konsultasi cepat, respon dokter nya cepat, tanpa harus dtng, sangat terbantu sekali dengan Halodoc"
renita sinaga,5,2020-02-22 23:03:57,Saya sangat menyukai apl ini. Dokter umum nya cepat merespon dan kita bisa curhat juga tentang masalah kita. Misalnya galau dalam memilih jurusan kuliah. 5 bintang untuk apl ini!
Joko Nugroho,5,2020-02-22 22:28:59,Hallo doc sangat membantu buat pertolongan Pertama kami. Terima kasih Hallodoc
Agnes Morenady,5,2020-02-22 16:39:24,"Dokternya ramah, dan fast respon. Terimakasih halodoc, aplikasinya sangat membantu"
Rara Sary,5,2020-02-22 16:29:44,"Detail, gesit, dan ramah"
Lusvian Prinka,5,2020-02-22 15:12:03,"Udh 2x pesen obat pke aplikasi ini, mantap jg bs chat lgsg dg dokter stiap saat dan dpt rekomendasi obat"
Ratri Rinastiti,5,2020-02-22 14:50:47,"sangat membantu, dan respon cepat"
Putri Adinda,5,2020-02-22 14:04:29,"Sudah sering konsultasi di dokter halodoc dan alhamdulillah dokternya baik"" semua dan responnya cepat untuk harga menurut saya sangat cocok untuk pelajar seperti saya. Sekali lagi Terimakasih banyak Halodoc."
avif official channel,5,2020-02-22 12:57:31,"respon baik dan cepat trimakasih dng aplikasi halodoc in ckp membantu saya untuk konsultasi kesehat,an"
Suhendi Hendi,5,2020-02-22 10:12:16,"Aplikasi Halodoc,sangat membantu mau konsultasi,atau mau minta resep obat bisa di layani di aplikasi ini,dan banyak doctor-doctor ahli di bidang nya,semoga sukses selalu,trims Halodoc!!?"
Finesselaundry Cv.finesse,5,2020-02-22 10:10:22,"Suka banget sama halodoc, kalo ada problem apa2 bisa langsung konsultasi😚😚 Uuuuu thankyou"
EDWIN HARDIANTO,5,2020-02-22 10:07:52,Sangat membantu sekali halodoc...respon yang cepat..saran yang sangat membantu.terima kasih
Vamay Firda Damayanti,4,2020-02-22 07:17:59,Baru pertama coba konsul sama dokter. Alhamdulillah responnya baik & berjalan lancar belum ad kendala
Nurul Arifin,5,2020-02-22 06:07:17,"Sangat membantu, dokternya menanyakan setiap detail, terkadang meminta keterangan foto luka dan sebagainya serta obat yang bisa digunakan, terimakasih alodoc💕"
Yusuf Sumarjo,5,2020-02-22 04:18:45,"Sangat membantu dan memberi kumudahan,thanks halodoc"
ratna sulis,5,2020-02-22 03:58:28,Cepat dan dokternya ramah sekali
AURA SUKMA CHANNEL,5,2020-02-22 02:18:53,"Dokter nya sangat ramah dan sangat detil memberikan saran dan tanggapan atas pertanyaan yg kita ajukan ,padahal saya juga pake free"
piastuti diah,4,2020-02-22 02:17:51,"Fast respon dokternya, tapi bayar ngga bisa langsung smntara ngga punya gopay atau karti kredit"
Riend,5,2020-02-22 01:19:44,"Kereeennn halodoc. Dokternya ramah banget, Walaupun pakai yg gratis"
Verany Mauboi,3,2020-02-21 16:50:19,Untuk metode pembayarannya kalau bisa diperbanyak opsi pilihannya
Justin Chen910,5,2020-02-21 15:52:40,Dokter sangat cepat memberi solusi dan sangat membantu. Terimakasih
Istiqomah Syawal,5,2020-02-21 15:35:32,Sangat menolong terutama saat tengah malam anak sakit dan butuh konsul dokter spesialis
Agustina Leni,5,2020-02-21 14:15:17,Sangat membantu sekali saat blm bisa ke rs /klinik terdekat
aris saputra,1,2020-02-21 13:52:15,gabisa order obat. Udh pilih bayar ditempat total belanja 10rban tp pas mau dipesan muncul notif total belanja kamu harus diatas RP.0. Bad app!
Indah Rahmadhani,5,2020-02-21 13:10:38,"Aplikasi yang sangat bagus, kita bisa konsiltasi ke dokter tanpa harus pergi ke rumah sakit."
novi sabatini,5,2020-02-21 12:13:26,Sangat membantu sekali Dokternya ramah responya pun cepat Trimaksih Halodoc👍👍👍👍✋
Asep Subarna,5,2020-02-21 12:06:52,Aplikasi sangat membantu...tanpa hrs antri obat...di antarkan ke rmh...tuk driver nya thanks semangat trs...trimaksih banyak Halodoc...respon pun cepat Nb: klo bs di dlm aplikasi ini...ada tuk foto bila pesanan obat sudah sampai/ blm nya..salam hormat...sukses sllu
uum umsari,3,2020-02-21 11:48:26,"Suka dengan aplikasi nyaa,respon dokternya juga cepat tapi sayang nya bayar semua 😭"
Mamiek P Utami,5,2020-02-21 10:45:06,Aplikasi yang sangat baik hati dan bermanfaat sangat membantu dr konsultasi hingga pengantaran obat nya sangat cepat. Alhamdulillah...tks halodoc
Alwan Marzuki,5,2020-02-21 09:33:28,"Sangat bagus , untuk konsultasi awal. Terimakasih"
Isnaini Archer,5,2020-02-21 07:42:40,Halodoc oke bgt...saya beli obat dengan resep dokter..gapake lama setelah Upload Foto Resep langsung di telp u/ konfirmasi..Dan Setelah melakukan pembayaran..langsung diantar gapake lamma...ga ada setengah jam Uda nyampe.. Padahal Dpt Voucher Free Ongkir Loh dari GoJek..Alias Gratis Biaya Pengantaran...Uwaaauww....Halodoc JJANG!! pertahankan!!
master coc,2,2020-02-21 07:20:29,"Awalnya suka pakai halodoc walaupun dokternya kadang responnya kurang pas sama keluhan kita tapi karena gratis tetep pakai, kalo skrg harus bayar 10rb lebih baik di uninstall. Kalo bayar cuman 5rb sih masih mau gunakan. Lebih baik diperbaiki, daripada byk org yg uninstall dan ga laku lagi halodoc"
Abdul Wahid,3,2020-02-21 07:07:19,Di waktu dapat panggilan usahakan jangan pakai b.inggris.ya yang bisa b.inggris trus yang tidak bisa b.inggris bagaimana pas.aplikasi kan ini tidak di khususkan bagi yang pintar b.inggris.jadi usahakan pakai b.indonesia.mohon maaf sebelumnya
Pertiwi Dian,4,2020-02-21 03:43:37,"App nya bagus, dokter nya ramah .. Trima kasih Halodoc😘"
Cindy Mariah,5,2020-02-21 03:31:37,"Sangat easy untuk dipakai, hanya notif chat dengan dokter suka tidak muncul"
Inne Viryani,5,2020-02-21 02:00:05,Membantu untuk konsultasi ... Tolong di banyakin stok obat watu itu mau beli stok kosong ... Pelayanan baik jika tidak terhubung dengan dokter saldo di kembalikan ...
iffa thursina,5,2020-02-21 01:46:10,"Sangat membantu, dikala sedang terburu-buru dan tidak ada waktu buat antri di Apotik"
Viona Christine,5,2020-02-21 01:37:58,Makasih halodoc .. Go med juga di app gojek sangat membantu . biar pun lokasi saya sangat jauh dengan keluarga tapi masih bisa pesankan obat buat kakek . karena obatnya sangat jarang ada di apotik sekitar rumah . terimakasih
Eva Savitri,5,2020-02-20 19:41:07,"Setelah mengutarakan kendala penyakit, langsung di respon cepat, tanggap dalam mencari solusi nya dan diberikan resep secara online yg lgsng kerja sama dengan gojek. Mantap"
Maria Fransiska,5,2020-02-20 16:45:45,"Saat hampir tengah malam ada keluhan, dokter merespon dengan baik. Thx Halodoc"
Nasrul Arta,5,2020-02-20 16:08:13,Saya berada di daerah terpencil yang jarang ada dokter spesialis. Dan ada bayangkan dengan sekali klik saya terkomunikasi dengan tenaga medis yang mumpuni. Saya sangat puas. Semoga Allah SWT menghapus semua penyakit mengerikan dari muka bumi ini
Asep Deon,5,2020-02-20 16:00:38,"Untuk saat ini sih oke yaaa, semoga terus berkembang lebih baik lagi. Terimakasih"
Otte Doang,5,2020-02-20 15:46:48,Sangat membantu sekali aplikasi ini bisa chat lsg dg dokternya...Trimakasi sekali
Ulfa Widya Rini,5,2020-02-20 15:45:34,"Sangat membantu... tidak perlu berkunjung ke RS/puskesmas/praktek dokter, terutama di jam2 istrht.."
Suchy Putri,4,2020-02-20 14:56:05,Menurut saya aplikasi ini bagus krna bisa konsultan dgn dokter yg ahli dan lumayan memuaskan.
Hazira Channell,5,2020-02-20 13:50:32,Sangat membantu.. bisa konsultasi dengan dokter.. Keren dan Mantap..
Dedi Sumedi,4,2020-02-20 13:11:49,"Pertama kali coba pakai Halodoc dan cukup puas untuk pelayanan dari sistem aplikasi Halodoc. Mulai dari pesan sampai obat diterima, bagus dan rekomended. 👌👌"
Agustini,5,2020-02-20 13:06:34,Sangat membantu kalo pas lagi anak sakit malem²
Muhammad Habibi Alfatih,5,2020-02-20 11:31:52,Terimakasih.. dg adanya hallodoc jd ga membuat para barisan ibu2 tenang bs konsultasi.. klo perlu gratis terus yaaa sampe ke spesialisnya 😍😍😍
Eka Putri Lestari,4,2020-02-20 11:06:11,"Aplikasi yang sangat membantu, di saat lagi sibuk dan belum sempat pergi ke dokter Halodoc adalah solusinya"
Cuplis Pleas,5,2020-02-20 10:04:30,Sangat membantu sekali.dengan pelayanan yang sangat ramah dan mudah di mengerti.semoga lebih baik lagi ..Terimakasih
Allaezhya Vanness,5,2020-02-20 08:58:12,Terimakasih karena Halodoc dapat dipakai tanpa aplikasi jika untuk sekadar berkonsultasi
Muhamad Samin,5,2020-02-20 07:22:21,Mantap..dengan adanya halodoc semakin mudah untuk konsultasi.semoga semakin sukses nd semakin membantu lagi untuk kedepanya.terima kasih
Krisna Wahyu Saputra,5,2020-02-20 06:46:10,Aplikasinya Sangat membantu 😊 tapi Saya Gk bisa Konsultasi lg Gk ada Pulsa uangnya Apalagi saya gk punya ATM 😁 klo bisa adain yang gratisnya terus dong:v
Iresthia Balgistha,5,2020-02-20 05:10:51,"Benar-benar sangat membantu, dengan respon yg cepat"
ALFAN MUHAMAD ALFIAN,5,2020-02-20 00:02:53,"Kecewa. Masa baru aja download terus verifikasi nomor dan berhasil masuk namun tak lama muncul notifikasi anda sudah masuk beberapa kali, perasaan saya baru masuk, Halodoc Dokter sehat ? :)"
Khusnul Khotimah,5,2020-02-19 12:50:32,"TERIMAKASIH. SANGAT MEMBANTU DAN MENENANGKAN. Tetapi habis gratis sekali langsung berbayar, kan kasian pelajar atau mahasiswa yg uangnya pas²an kek saya ehehe ;"""
SSS Zenfone Max M1 03,5,2020-02-19 12:20:15,Bagus dan praktis untuk yg susah atau jauh dari rumah sakit
Agus Salim,5,2020-02-19 12:14:28,Obatnya dipesan dan cepat nyampenya. Harga obatnya juga terjangkau.
Yuarta Mey,5,2020-02-19 11:16:56,App halodoc ini sih keren bgt waktu itu alergi tengah mlm bingung cari obt trus cb instal halodoc..order obt di anter k rmh..hrga nya terjangkau..obt2nya lumayan lengkap..udah bbrpa x order obt lwt halodoc..terus tingkatkan min..saya suka sih krna cukup membantu..👍
Yura Olshop,5,2020-02-19 10:55:32,"Benar2 membantu , konsultasi dokter nya pun 24 jam ada tanggapan terus ,,, terimakasih banyak"
Amelya Achmad,5,2020-02-19 08:45:57,Sebetulnya belum ada pengalaman konsul online .. kelihatannya oke .. mk dr itu sy cba dulu skg ..tks
athaillah saja,5,2020-02-19 08:08:38,"Cepat, ngga sampai 1 jam sampai, dapat promo free ongkir. . barokallohu fiikum"
yenz al-ayyubi,4,2020-02-19 05:03:14,Sangat membantu utk konsultasi k dokter secara cepat dn mudah
