userName,score,at,content,cleaned_content,cleaning_data,stopword_comment,Normalization,Remove_noise
Falsa Gracia,1,2022-03-30 22:35:59,"Gak bisa bayar, gagal gagal terus","gak bisa bayar, gagal gagal terus",gak bisa bayar  gagal gagal terus,gak bisa bayar gagal gagal terus,tidak bisa bayar gagal gagal terus,tidak bisa bayar gagal gagal terus
Esther Hutapea,5,2022-03-30 21:29:57,Dokter dan Heidy nya cepat tanggapam nya,dokter dan heidy nya cepat tanggapam nya,dokter dan heidy nya cepat tanggapam nya,dokter dan heidy nya cepat tangapam nya,dokter dan heidy nya cepat tangapam nya,dokter dan heidy cepat tangapam
Triani Agustina,5,2022-03-30 15:06:58,"Terima kasih, karna dokternya fast respon walau konsultasi nya malam""","terima kasih, karna dokternya fast respon walau konsultasi nya malam""",terima kasih  karna dokternya fast respon walau konsultasi nya malam ,terima kasih karna dokternya fast respon walau konsultasi nya malam ,terima kasih karena dokternya fast respon walau konsultasi nya malam,terima kasih karena dokternya fast respon walau konsultasi malam
Tika Dwi M,1,2022-03-30 14:42:40,"Aplikasi jelek error mulu, komplain via chat dsruh wa udh wa gda solusi. Masa mau bli obat pembayaran asuransi error suruh tunggu 2x 24 jam. Orang sakit kan butuh obat cepet.","aplikasi jelek error mulu, komplain via chat dsruh wa udh wa gda solusi. masa mau bli obat pembayaran asuransi error suruh tunggu 2x 24 jam. orang sakit kan butuh obat cepet.",aplikasi jelek error mulu  komplain via chat dsruh wa udh wa gda solusi  masa mau bli obat pembayaran asuransi error suruh tunggu jam  orang sakit kan butuh obat cepet ,aplikasi jelek eror mulu komplain via chat dsruh wa udh wa gda solusi masa mau bli obat pembayaran asuransi eror suruh tungu jam orang sakit kan butuh obat cepet ,aplikasi jelek eror melulu komplain via chat dsruh wa sudah wa tidak ada uang solusi masa mau beli obat pembayaran asuransi eror suruh tungu jam orang sakit kan butuh obat cepat,aplikasi jelek eror melulu komplain chat dsruh sudah tidak ada uang solusi masa beli obat pembayaran asuransi eror suruh tungu orang sakit butuh obat cepat
Desi Rahmawati,1,2022-03-30 14:15:08,"Beli obat via gojek, katanya dikirim 4 harian. Udah lebih dr 4 hari tapi blm dateng jugaa. Saldo juga udah kepotong, haha baguss, sungguh tidak jelass","beli obat via gojek, katanya dikirim 4 harian. udah lebih dr 4 hari tapi blm dateng jugaa. saldo juga udah kepotong, haha baguss, sungguh tidak jelass",beli obat via gojek  katanya dikirim harian  udah lebih dr hari tapi blm dateng jugaa  saldo juga udah kepotong  haha baguss  sungguh tidak jelass,beli obat via gojek katanya dikirim harian udah lebih dr hari tapi blm dateng juga saldo juga udah kepotong haha bagus sunguh tidak jelas,beli obat via gojek katanya dikirim harian sudah lebih dari hari tapi belum datang juga saldo juga sudah kepotong tertawa bagus sunguh tidak jelas,beli obat gojek katanya dikirim harian sudah lebih dari hari tapi belum datang juga saldo juga sudah kepotong tertawa bagus sunguh tidak jelas
Stanly Karyanto,5,2022-03-30 12:23:30,"Pelayanan cepat, mudah, dan murah","pelayanan cepat, mudah, dan murah",pelayanan cepat  mudah  dan murah,pelayanan cepat mudah dan murah,pelayanan cepat mudah dan murah,pelayanan cepat mudah dan murah
Rahma Awalia,1,2022-03-30 10:53:27,Case sudah lebih dari 24 jam tidak ada solusi. Cuma disuruh dicek berkala doang dan uninstall install sampe bosen kakak saya cuma buat reinstall doang. Percuma kak kalo user dicek berkala kalo dari pihak developer dan tim teknis TIDAK cepat menangani masalah!!! Tidak bisa nebus obat dengan Asuransi!! CS tidak membantu sama sekali. Kerjaan cuma suruh reinstall doang!,case sudah lebih dari 24 jam tidak ada solusi. cuma disuruh dicek berkala doang dan uninstall install sampe bosen kakak saya cuma buat reinstall doang. percuma kak kalo user dicek berkala kalo dari pihak developer dan tim teknis tidak cepat menangani masalah!!! tidak bisa nebus obat dengan asuransi!! cs tidak membantu sama sekali. kerjaan cuma suruh reinstall doang!,case sudah lebih dari jam tidak ada solusi  cuma disuruh dicek berkala doang dan uninstall install sampe bosen kakak saya cuma buat reinstall doang  percuma kak kalo user dicek berkala kalo dari pihak developer dan tim teknis tidak cepat menangani masalah    tidak bisa nebus obat dengan asuransi   cs tidak membantu sama sekali  kerjaan cuma suruh reinstall doang ,case sudah lebih dari jam tidak ada solusi cuma disuruh dicek berkala doang dan uninstal instal sampe bosen kakak saya cuma buat reinstal doang percuma kak kalo user dicek berkala kalo dari pihak developer dan tim teknis tidak cepat menangani masalah tidak bisa nebus obat dengan asuransi cs tidak membantu sama sekali kerjan cuma suruh reinstal doang ,case sudah lebih dari jam tidak ada solusi cuma disuruh dicek berkala saja dan uninstal instal sampai bosen kakak saya cuma buat reinstal saja percuma kak kalau user dicek berkala kalau dari pihak developer dan tim teknis tidak cepat menangani masalah tidak bisa nebus obat dengan asuransi cs tidak membantu sama sekali kerjan cuma suruh reinstal saja,case sudah lebih dari tidak ada solusi cuma disuruh dicek berkala saja dan uninstal instal sampai bosen kakak saya cuma buat reinstal saja percuma kak kalau user dicek berkala kalau dari pihak developer dan tim teknis tidak cepat menangani masalah tidak bisa nebus obat dengan asuransi tidak membantu sama sekali kerjan cuma suruh reinstal saja
Nahrowi Hafidz,5,2022-03-30 09:22:46,"Saya selalu konsultasi di sini, Alhamdulillah cocok.Terima kasih","saya selalu konsultasi di sini, alhamdulillah cocok.terima kasih",saya selalu konsultasi di sini  alhamdulillah cocok terima kasih,saya selalu konsultasi di sini alhamdulilah cocok terima kasih,saya selalu konsultasi di sini alhamdulilah cocok terima kasih,saya selalu konsultasi di sini alhamdulilah cocok terima kasih
Eliza Nuraisyah,5,2022-03-30 07:50:47,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Mia Laprilia,5,2022-03-30 07:27:28,Sangat senang berkonsultasi dengan halodoc .,sangat senang berkonsultasi dengan halodoc .,sangat senang berkonsultasi dengan halodoc  ,sangat senang berkonsultasi dengan halodoc ,sangat senang berkonsultasi dengan halodoc,sangat senang berkonsultasi dengan halodoc
Ruhut Panggabean,5,2022-03-30 07:10:30,Sangat rekomendasi konsultasi dan pembelian obat,sangat rekomendasi konsultasi dan pembelian obat,sangat rekomendasi konsultasi dan pembelian obat,sangat rekomendasi konsultasi dan pembelian obat,sangat rekomendasi konsultasi dan pembelian obat,sangat rekomendasi konsultasi dan pembelian obat
Sopian Sobari,5,2022-03-30 05:50:10,"Barang sesuai pesanan,kemasan rapi dan pengiriman tepat waktu.. terimakasih halodoc","barang sesuai pesanan,kemasan rapi dan pengiriman tepat waktu.. terimakasih halodoc",barang sesuai pesanan kemasan rapi dan pengiriman tepat waktu   terimakasih halodoc,barang sesuai pesanan kemasan rapi dan pengiriman tepat waktu terimakasih halodoc,barang sesuai pesanan kemasan rapi dan pengiriman tepat waktu terimakasih halodoc,barang sesuai pesanan kemasan rapi dan pengiriman tepat waktu terimakasih halodoc
gusti khairani,2,2022-03-30 05:41:33,"Edit penilaian... maaf cm bisa kasih bintang di bawah standar. Respon dokter makin kesini kurang memuaskan, padahal dulu konsul bisa lho di kasih resep... sekarang tanya obat nyeri aja ga di jawab","edit penilaian... maaf cm bisa kasih bintang di bawah standar. respon dokter makin kesini kurang memuaskan, padahal dulu konsul bisa lho di kasih resep... sekarang tanya obat nyeri aja ga di jawab",edit penilaian    maaf cm bisa kasih bintang di bawah standar  respon dokter makin kesini kurang memuaskan  padahal dulu konsul bisa lho di kasih resep    sekarang tanya obat nyeri aja ga di jawab,edit penilaian maf cm bisa kasih bintang di bawah standar respon dokter makin kesini kurang memuaskan padahal dulu konsul bisa lho di kasih resep sekarang tanya obat nyeri aja ga di jawab,edit penilaian maf cuma bisa kasih bintang di bawah standar respon dokter makin kesini kurang memuaskan padahal dulu konsul bisa lho di kasih resep sekarang tanya obat nyeri saja tidak di jawab,edit penilaian maf cuma bisa kasih bintang di bawah standar respon dokter makin kesini kurang memuaskan padahal dulu konsul bisa di kasih resep sekarang tanya obat nyeri saja tidak di jawab
Dapur Kanaya,5,2022-03-30 05:39:26,"Respon cepat dan komunikatif,terimakasih halodoc","respon cepat dan komunikatif,terimakasih halodoc",respon cepat dan komunikatif terimakasih halodoc,respon cepat dan komunikatif terimakasih halodoc,respon cepat dan komunikatif terimakasih halodoc,respon cepat dan komunikatif terimakasih halodoc
Porwantiie 0610,5,2022-03-30 04:11:03,Pelayanan terbaik,pelayanan terbaik,pelayanan terbaik,pelayanan terbaik,pelayanan terbaik,pelayanan terbaik
hendra safari,3,2022-03-30 03:25:03,Cara update ke versin 12.200 ?,cara update ke versin 12.200 ?,cara update ke versin    ,cara update ke versin ,cara update ke versin,cara update ke versin
Marsel Pitang,5,2022-03-29 23:03:57,Bagus menambah ilmu dan pengetahuan,bagus menambah ilmu dan pengetahuan,bagus menambah ilmu dan pengetahuan,bagus menambah ilmu dan pengetahuan,bagus menambah ilmu dan pengetahuan,bagus menambah ilmu dan pengetahuan
karina puji lestari,4,2022-03-29 14:54:10,Respon dokter cepat. Konsultasi puas tidak buru2 seperti saat konsul dsa langsung.,respon dokter cepat. konsultasi puas tidak buru2 seperti saat konsul dsa langsung.,respon dokter cepat  konsultasi puas tidak buru seperti saat konsul dsa langsung ,respon dokter cepat konsultasi puas tidak buru seperti sat konsul dsa langsung ,respon dokter cepat konsultasi puas tidak buru seperti sat konsul dsa langsung,respon dokter cepat konsultasi puas tidak buru seperti sat konsul dsa langsung
Aki Agus,5,2022-03-29 12:53:50,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
gina septiana rahayu,5,2022-03-29 12:44:56,"Bagus sangat membantu sekali, di saat tidak bisa berobat ke fasilitas kesehatan, halodoc bisa diandalkan. Terima kasih halodoc","bagus sangat membantu sekali, di saat tidak bisa berobat ke fasilitas kesehatan, halodoc bisa diandalkan. terima kasih halodoc",bagus sangat membantu sekali  di saat tidak bisa berobat ke fasilitas kesehatan  halodoc bisa diandalkan  terima kasih halodoc,bagus sangat membantu sekali di sat tidak bisa berobat ke fasilitas kesehatan halodoc bisa diandalkan terima kasih halodoc,bagus sangat membantu sekali di sat tidak bisa berobat ke fasilitas kesehatan halodoc bisa diandalkan terima kasih halodoc,bagus sangat membantu sekali di sat tidak bisa berobat ke fasilitas kesehatan halodoc bisa diandalkan terima kasih halodoc
yawan gokil,1,2022-03-29 12:25:54,Aplikasinya buruk sekali,aplikasinya buruk sekali,aplikasinya buruk sekali,aplikasinya buruk sekali,aplikasinya buruk sekali,aplikasinya buruk sekali
Wiguna Mds,5,2022-03-29 09:14:28,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Ina Mukaromah,5,2022-03-29 08:25:56,Alhamdulillah ga perlu keluar rumah,alhamdulillah ga perlu keluar rumah,alhamdulillah ga perlu keluar rumah,alhamdulilah ga perlu keluar rumah,alhamdulilah tidak perlu keluar rumah,alhamdulilah tidak perlu keluar rumah
Nur Mala,5,2022-03-29 07:24:34,"Responnya baik,ramah,cepat dalam menangani, terimakasih halodoc.","responnya baik,ramah,cepat dalam menangani, terimakasih halodoc.",responnya baik ramah cepat dalam menangani  terimakasih halodoc ,responya baik ramah cepat dalam menangani terimakasih halodoc ,responya baik ramah cepat dalam menangani terimakasih halodoc,responya baik ramah cepat dalam menangani terimakasih halodoc
Albertus Wishnu,5,2022-03-29 06:12:39,Dokternya keren bgt pokoknya,dokternya keren bgt pokoknya,dokternya keren bgt pokoknya,dokternya keren bgt pokoknya,dokternya keren banget pokoknya,dokternya keren banget pokoknya
Angelina Tan,5,2022-03-29 06:05:03,Memudahkan saya untuk dapat konsultasi langsung dengan dokter tanpa harus ke rumah sakit atau klinik.anjuran obatnya pun sesuai dengan keluhan.,memudahkan saya untuk dapat konsultasi langsung dengan dokter tanpa harus ke rumah sakit atau klinik.anjuran obatnya pun sesuai dengan keluhan.,memudahkan saya untuk dapat konsultasi langsung dengan dokter tanpa harus ke rumah sakit atau klinik anjuran obatnya pun sesuai dengan keluhan ,memudahkan saya untuk dapat konsultasi langsung dengan dokter tanpa harus ke rumah sakit atau klinik anjuran obatnya pun sesuai dengan keluhan ,memudahkan saya untuk dapat konsultasi langsung dengan dokter tanpa harus ke rumah sakit atau klinik anjuran obatnya pun sesuai dengan keluhan,memudahkan saya untuk dapat konsultasi langsung dengan dokter tanpa harus ke rumah sakit atau klinik anjuran obatnya sesuai dengan keluhan
edof lff,5,2022-03-29 05:16:11,Oke..sangat membantu dan bermanfaat,oke..sangat membantu dan bermanfaat,oke  sangat membantu dan bermanfaat,oke sangat membantu dan bermanfat,oke sangat membantu dan bermanfat,oke sangat membantu dan bermanfat
Intan malau,5,2022-03-29 05:00:30,"Bermanfaat bgt, saat butuh obat, ga tau mau beli di apotek mana yang tersedia, pake hallodoc bisa sangat membantu","bermanfaat bgt, saat butuh obat, ga tau mau beli di apotek mana yang tersedia, pake hallodoc bisa sangat membantu",bermanfaat bgt  saat butuh obat  ga tau mau beli di apotek mana yang tersedia  pake hallodoc bisa sangat membantu,bermanfat bgt sat butuh obat ga tau mau beli di apotek mana yang tersedia pake halodoc bisa sangat membantu,bermanfat banget sat butuh obat tidak tahu mau beli di apotek mana yang tersedia pakai halodoc bisa sangat membantu,bermanfat banget sat butuh obat tidak tahu beli di apotek mana yang tersedia pakai halodoc bisa sangat membantu
Tiara Prisca Prisca,5,2022-03-29 04:00:54,"Sangat membantu, karna kalo sakit dan gak bs jalan ke dokter bisa, pakai ini","sangat membantu, karna kalo sakit dan gak bs jalan ke dokter bisa, pakai ini",sangat membantu  karna kalo sakit dan gak bs jalan ke dokter bisa  pakai ini,sangat membantu karna kalo sakit dan gak bs jalan ke dokter bisa pakai ini,sangat membantu karena kalau sakit dan tidak bisa jalan ke dokter bisa pakai ini,sangat membantu karena kalau sakit dan tidak bisa jalan ke dokter bisa pakai ini
Setiawan Boay,5,2022-03-29 03:56:38,Mantab.langsung direspon sm dokternya,mantab.langsung direspon sm dokternya,mantab langsung direspon sm dokternya,mantab langsung direspon sm dokternya,mantab langsung direspon sama dokternya,langsung direspon sama dokternya
riskia ananti,5,2022-03-29 03:31:02,Memudahkan kita utk berkonsultasi dengan dokter. Tidak harus pergi ke RS,memudahkan kita utk berkonsultasi dengan dokter. tidak harus pergi ke rs,memudahkan kita utk berkonsultasi dengan dokter  tidak harus pergi ke rs,memudahkan kita utk berkonsultasi dengan dokter tidak harus pergi ke rs,memudahkan kita untuk berkonsultasi dengan dokter tidak harus pergi ke rumah sakit,memudahkan kita untuk berkonsultasi dengan dokter tidak harus pergi ke rumah sakit
Shofia Oktafiani,5,2022-03-29 03:00:38,"Dokternya baik banget, bisa memberikan solusi .. terima kasih ya dok","dokternya baik banget, bisa memberikan solusi .. terima kasih ya dok",dokternya baik banget  bisa memberikan solusi    terima kasih ya dok,dokternya baik banget bisa memberikan solusi terima kasih ya dok,dokternya baik banget bisa memberikan solusi terima kasih iya dok,dokternya baik banget bisa memberikan solusi terima kasih
andik dt,3,2022-03-28 14:45:49,Obatnya lama datangnya,obatnya lama datangnya,obatnya lama datangnya,obatnya lama datangnya,obatnya lama datangnya,obatnya lama datangnya
Thomas Charly,1,2022-03-28 14:09:35,Ini kok drivernya malah gak ngirim2 dan gak bisa dihubungi,ini kok drivernya malah gak ngirim2 dan gak bisa dihubungi,ini kok drivernya malah gak ngirim dan gak bisa dihubungi,ini kok drivernya malah gak ngirim dan gak bisa dihubungi,ini kok drivernya bahkan tidak ngirim dan tidak bisa dihubungi,ini drivernya bahkan tidak ngirim dan tidak bisa dihubungi
aFril,5,2022-03-28 13:31:31,Kereeen. Gak mahal dan gak perlu antri,kereeen. gak mahal dan gak perlu antri,kereeen  gak mahal dan gak perlu antri,keren gak mahal dan gak perlu antri,keren tidak mahal dan tidak perlu antri,keren tidak mahal dan tidak perlu antri
