Remove_noise,sentimen,sentimen_negatif,sentimen_netral,sentimen_positif
aplikasi tidak berguna tiap cari obat obat tidak tersedia,negatif,1,0,0
sangat puas dengan pelayanan dari bertanya dengan detail,positif,0,0,1
sangat membantu drnya ramah juga menjawab dgnbaik,positif,0,0,1
sangat membantu dokternya ramah saranya sangat membantu sangat jelas dalam memberi jawaban setiap yang kita tanyakan,positif,0,0,1
terima kasih halodoc pelayanan dokternya ramah semoga bermanfat buat kita semua dan jaya buat aplikasi halodoc sukses selalu buat seluruh dokternya amin,positif,0,0,1
aplikasi yang sangat membantu sekali pelayanan cepat dan dokternya ramah jadi tidak perlu datang ke rumah sakit buat konsultasi terima kasih bnyak halodoc,positif,0,0,1
tangap respon cepat ramah hemat waktu dan tenaga tidak perlu repot harus ke klinik puskesmas atau rumah sakit,netral,0,1,0
suka banget banget banget obat lengkap pelayanan bagus banget tidak perlu bolak balik bertanya bertanya ke benerapa apotik buat mencari obat langsung saja ke halodoc lengkap semua dan bisa kapan saja,netral,0,1,0
respon baik cepat dan ramah dalam memberi solusi,positif,0,0,1
aplikasi ini sangat membantu saya tanpa kerumahsakit bisa konsultasi online kedokter responya sangat baik saya rekomendasikan aplikasi ini untuk yang membutuhkan,negatif,1,0,0
dangat bermanfat aplikasi hanya sja kalau kita pakai mobile banking syariah seperti bsm kita tidak bisa beli saldo,negatif,1,0,0
sudah bayar pakai gopay belum chat dengan dokternya chatnya bisa tapi uang balik bagaimana sich,positif,0,0,1
mantul pokoknya jadi tidak penasaran lagi dengan apa yang terjadi terima kasih banget pokoknya,negatif,1,0,0
saya sangat suka dengan aplikasi ini dan terimakasih untuk dari aulya adha dini yang sudah berkenan memberikan waktunya untuk konsultasi saya halodoc the best pokoknya,netral,0,1,0
halodoc sangat bagus cepat dalam memberikan respon dokternya ramah ramah terima kasih halodoc,positif,0,0,1
mantap bisa konsultasi masalah kesehatan sehat selalu buat semua dokter,positif,0,0,1
sangat membantu terutama ditengah kondisi pandemi seperti ini terimakasih dokter terimakasih halodoc,positif,0,0,1
aplikasi ini sangat membantu sekali untuk kesehatan bisa konsultasi langsung dengan dokter yang ternama,netral,0,1,0
terimakasih halodoc halodoc sangat bermanfat saya sangat suka dengan halodoc,positif,0,0,1
aku tambah bintangnya soalnya aplikasinya bagus banget responya juga baik pokoknya membantu banget apalagi dengan kondisi seperti sekarang ini jadi lbh gampang konsultasi sama dokter thank you halodoc,positif,0,0,1
sangat memuaskan dokter ramah dan terbantu konsultasi,positif,0,0,1
respon cepat sabar dan jelas dalam menjawab pertanyan yang ajukan trimakasih halodoc,positif,0,0,1
sebenarnya bagus tetapi untuk pembayaran tidak lengkap seharusnya bisa melalui transfer dengan cara tidak menuliskan nomor kartu di aplikasi trimakasih,netral,0,1,0
keren bisa konsultasi dengan dokter kapanpun dan dokternya juga ramah bikin tenang,positif,0,0,1
kecewa karena yang membalas sepertinya bukan dokter asli jawabanya kurang akademis dan tidak bisa menjawab banyak pertanyan dengan baik jawabanya kya orang umum bukan dokter saya kira dengan berbayar pelayanan akan maksimal ternyata jauh dari ekpektasi saya,negatif,1,0,0
apa ini sangat membantu mendapatkan konsultasi tanpa harus ke rumah sakit dan bisa dapat resep juga terima kasih dokter,positif,0,0,1
dokternya ramah dan sabar sekali walaupun dichat malam tapi tetap melayani dengan sabar selain itu artikel kesehatan yang dibuat juga banyak membantu saya untuk menambah pengetahuan tentang menjaga kesehatan mental saya,positif,0,0,1
sangat bermanfat dan respon dari dokter sangat cepat,positif,0,0,1
bagus banget aplikasi halodoc bermanfat sekali,netral,0,1,0
karena koneksinya lagi hilang dokternya mengakhiri sesi padahal belum dijawab tidak suka sama pelayananya tidak perlu kak nanti juga sama saja begitu lagi,negatif,1,0,0
terimakasih banyak halodoc sangat membantu dalam hal konsultasi kesehatan dan para dokter juga cepat memberikan dan menangapi dalam berkonsultasi,positif,0,0,1
alhamdulilah chat sama dokter di respon dengan cepat dan dikasih resep beli obat di halodoc juga gampang dan cepat tebgkiyu,positif,0,0,1
tidak bisa cetak bukti invoice sehinga tidak bisa untuk rembuise ke kantor,negatif,1,0,0
aplikasi halodoc ini sangat bermanfat dan membantu sekali dimanapun dan kpnpun bisa konsultasi oleh para dokter profesional dan berpengalaman,positif,0,0,1
aplikasi yang sangat membantu dikala pandemi corona terima kasih halodoc,negatif,1,0,0
sangat membantu banget apa ini semoga kedepanya makin baik lagi,positif,0,0,1
alahamdulilah informasinya sangat bermanfat sukses selalu para dokternya,positif,0,0,1
awalnya bagus lancar kenapa sekarang tidak bisa tombol apapun,netral,0,1,0
developer yang terhormat kenapa aplikasinya lambat sekali memuat datanya sakit saya sudah tidak tertahankan dan ingin segera membeli obat untung meringankan sakitnya tapi aplikasi yang anda kembangkan ini sangat lambat dalam menampilkan data mohon untuk diperhatikan agar tidak ada korban lain,negatif,1,0,0
dokter ramah saya senang dan merasa terbantu sekali,positif,0,0,1
aplikasi sangat membantu dokternya cepat tangap ramah bijaksana lanjut lain kali kalau ada msalah ckup chat dokter yang ada disini saja,positif,0,0,1
aplikasi yang sangat membantu dokter ramah super super best,positif,0,0,1
sangat bagus memotong waktu dan jarak konsultasi pasien dan dokter,positif,0,0,1
membantu sekali dalam mengatasi solusi kesehatan mantul,positif,0,0,1
aplikasi ini rekomend banged sangat bermanfat dokternya juga ramah,positif,0,0,1
terimakasih sudah membuat aplikasi ini terimakasih buat semua dokter aplikasi sangat membantu,positif,0,0,1
pelayanan cepat dokterx ramah god,positif,0,0,1
aplikasinya sudah bagus pelayan baik dan ramah dan cepat hanya saya masih ada kendala untuk pencarian menu seperti rapid tes belum ada lokasi daerah tempat saya tingal dicirebon mohon diperluas lagi jaringan lokasinya admin terima kasih atas semua layanan terbaik yang diberikan jaya selalu,positif,0,0,1
sangat membantu baru sekali konsultasi,positif,0,0,1
aplikasi ini sangat keren mendukung chat dengan dokter kapan waktu obat dari rekomendasi dokter langsung diantar,netral,0,1,0
sangat membantu banget ditambah artikel yang sangat membantu juga,positif,0,0,1
puas banget dokternya sangat ramah dan memberikan taunya dengan jelas dan sopan,positif,0,0,1
terima kasih dengan adanya aplikasi halodoc sangat membantu dalam waktu kapan dibutuhkan,positif,0,0,1
sangat membantu di konsultasi yang pertama mudahn selalu begitu terima kasih halodoc,positif,0,0,1
bagus dan membantu disat butuh konsul mendadak tanpa perlu keluar pergi apalagi di musim covid begini dan juga sudah dapat resep obatnya soal harga juga kurang lebih sama saja ekonomis sekali terima kasih halodoc,positif,0,0,1
sangat membantu disat jauh dengan suami dan suami sakit terimakasih,netral,0,1,0
sangat membantu obat juga sama kaya yang biasa sya minum,netral,0,1,0
mantap ini baru apa bisa chat langsung sama dokter ahli terima kasih halodoc,positif,0,0,1
baru pertama coba dokternya fast respon dan ramah,positif,0,0,1
konsultasi memuaskan cepat tangap dan langsung dapat resep ternyata halo doc memang ok,positif,0,0,1
sangat puas dengan halodoc dokternya cepat tangap dan banyak fitur lainya yang sangat bermanfat saya jadinya bisa mendapatkan resep obat untuk kesehatan dengan mudah,positif,0,0,1
dokternya ramah dan penjelasanya begitu mudah dimengerti terima kasih dan semangat selalu untuk semua dokter,positif,0,0,1
responsif baik dokter maupun pelayanan obat sangat cepat,positif,0,0,1
respon dokter cepat dan bagus banget mudahan cocok dan cepat pulih dengan resep yang dokter berikan,positif,0,0,1
pelayanan cepat dan dokternya juga profesional,positif,0,0,1
suka jadi bisa konsultasi sama dokternya langsung tanpa harus periksa ke rumah sakit,netral,0,1,0
aplikasi ini sangat bermanfat dan membantu saya tidak harus ke klinik dokter lagi dengan halodok kita bisa konsultasi dengan dokter secara langsung pelayanan baik dan dokter juga ramah terima kasih halodoc,positif,0,0,1
cepat layanan pengiriman obatnya tanpa harus ketempat praktek dokter terima kasih halodoc,netral,0,1,0
ramah sekali dokter dan selalu merespon setiap pertanyan,positif,0,0,1
terimakasih dengan tangapan cepat dan ramah,positif,0,0,1
sangat beramnafat dan snagat membnatu tidak harus pergi menemui dokter sangta membantu,netral,0,1,0
aplikasi yang sangat berfaedah dan sangat membantu terimakasih smoga owner dan para crew dan para dokter halodoc selalu di beri kesehatan amin terimakasih halodoc,positif,0,0,1
saya suka aplikasi ini tapi saya chat sama dokter dibayar pakai gopay waduh saya tidak punya to apa kah tidak bisa diganti sama pulsa saja begitu pembayaranya kita cuma beli pulsa saja tidak ribet tidak jadi chat sama dokternya,negatif,1,0,0
sangat membantu sekali boleh ditambah juga mungkin untuk pembelian obat dari resep dokter,positif,0,0,1
dokternya sangat informatif dan obat yang diresepkan sangat sesuai dengan keluhan selalu puas obat yang disarankan juga bisa ditebus sendiri di apotek terdekat,negatif,1,0,0
sayangnya waktu habis padahal masih ada yang ditanyakan sama dokternya,positif,0,0,1
ini apa parah sesolutif itu diagnosa tidak abal resepnya legit sama kayak kalau ke rumah sakit langsung terus nyoba ngobrol sama sikolog cuma ribu untuk menit nikmat dunia mana lagi yang kamu dustakan tertawa wil actively recomend this apa to my friends semangat terus tim halodoc,negatif,1,0,0
sangat membantu terima kasih yah halodoc sukses maju terus,positif,0,0,1
hebat sangat ramah dan juga pengertian,positif,0,0,1
waktunya kurang apalagi jika dokter yang bersangkutan masalah dengan signal bisa tidk tuntas consultasinya tapi bagus,negatif,1,0,0
aplikasi ini sangat membantu dan dokternya ramah,positif,0,0,1
enak bnget pakai aplikasi ini bisa lngsung konsultasi dan mnemukan cra yang tepat sebagai prtolongan pertama terima kasih kasih halodoc,netral,0,1,0
aplikasi sangat recomended banget banyak fitur fitur dari halodoc ini yang bisa kita konsultasikan nonstop bisa dilakukan sharing sharing dengan dokter pilihan cocok buat saya yang malas antre ke rumah sakit terimakasih banyak halodoc,positif,0,0,1
sangat bermanfat bagi saya selain fitur yang mudah dipahami banyak juga hal hal terkait kesehatan baik artikel yang bisa dibaca dan diterapkan bisa juga langsung terhubung ke dokter specialized semoga kedepan lebih baik lagi dalam memberikan pelayanan terima kasih,positif,0,0,1
sangat memudahkan sekali dalam mendapatkan informasi konsultasi keluhan sakit serta kemudahan akses mendapatkan obat,positif,0,0,1
pertama kali coba aplikasi ini dokternya ramah sangat membantu terima kasih kasih halodoc,positif,0,0,1
cepat tangap dan jawaban dokter jelas saya chat pagi dan langsung ada solusi tindakan lanjutan cakep,positif,0,0,1
pokoknya dokternya baik banget dan informatif banget buat kasi arahanya saya sangat rekomendasi buat kalian yang kesusahan ke rumah sakit jadi punya bayangan sakit apa semua keluhkan saja,negatif,1,0,0
sangat membantu respon dokternya sangat ramah dan cepat,positif,0,0,1
aplikasi ini sangat membantu dan sangan rekomendid buat didownload,positif,0,0,1
sangat membantu cepat sekali baru pertama kali masih gagap belum sempat bilang terima kasih sama dokternya sudah ditutup,positif,0,0,1
saya sangat senang dengan adanya aplikasi halodoc karena kita tidak harus keluar rumah untuk konsultasi bermacam keluhan ke dokter dengan adanya aplikasi ini sangat membantu pada sat pandemi seperti sat ini,negatif,1,0,0
sangat membantu dikala tidak ada waktu berkunjung untuk konsultasi,positif,0,0,1
sangat membantu dalam kondisi pandemi seperti ini sangat puas dengan pelayanan,positif,0,0,1
apnya bagus banget sangat membantu saya untuk berkonsultasi tentang kesehatan saya terima kasih dari mona,positif,0,0,1
lambat aplikasinya hak bergerak sama sekali,netral,0,1,0
senang bisa langsung konsultasi kedokteran yang kita dan responya juga cepat rhanks halodok,positif,0,0,1
sangat membantu dengan adanya aplikasi halodoc di masa pandemi seperti begini dokternya ramah penjelasan gampang di terima dan bisa langsung tebus obat lewat aplikasi terimakasih halodoc,positif,0,0,1
respon yang cepat dengan penyampaian bahasa yang baik,negatif,1,0,0
halodoc sangat profesional ketika memesan holisticare ester di manado kosong halodoc pusat langsung menghubungi dan saya bisa mendapat botol sekaligus terima kasih halodoc,positif,0,0,1
dokternya sangat membantu dan memberikan penjelasan secara terperinci terimakasih halodoc,positif,0,0,1
doketernya ramah banget jadi nyaman konsultasinya,positif,0,0,1
responya cepat dan dokter juga ramah sangat membantu,positif,0,0,1
sangat bagus merespon juga sangat cepat bisa membantu meski lewat jarak,positif,0,0,1
cepat mudah tangap,positif,0,0,1
bagus aku suka dengan aplikasi ini sagat membatu sekali tidak perlu keluar rumah tungu antar amit bagus terimakasih semoga sukses aku kira di iklan ikalan itu bohong aku ndonlot amyar ternyata tidak bohong,netral,0,1,0
terimakasih halodoc kurang enak bagaimana aplikasi gratis belanja hemat ongkos kirim gratis pakai gojek dan cepat pula kurang dari waktu sejam ibu aisah gojek halodoc sudah tiba depan rumah bawa obat yang dipesan banget buat saya yang kadang susah keluar rumah,positif,0,0,1
sangat membantu dan sangat mudah digunakan tapi harga obatnya lumayan mahal dibanding apotek biasa,positif,0,0,1
aplikasi yang sangat bermanfat dan membantu sekali dokternya ramah baik dan sabar dalam melayani semoga semakin sukses untuk para dokter dan aplikasi halodoc,positif,0,0,1
aplikasi ini sangat bagus cocok banget dengan kondisi seperti ini kita bisa bertanya ke dokter yang tidak download nanti nyesel,negatif,1,0,0
membantu sekali apa ini sb jk beli sendiri obat jk tidak ada tidak perlu muter cari setiap apotik,negatif,1,0,0
jawabnya pertanyan cepat mudah dimengerti terimakasih sudah memberikan pelayanan baik,positif,0,0,1
sangat membantu sekali di masa pandemi seperti ini terimakasih halodoc,positif,0,0,1
dokternya sangat bagus dan responya cepat,positif,0,0,1
sangat membantu respon cepat dan sangat memuaskan,positif,0,0,1
para dokter selalu tangap dan memberi jawaban segala informasi apa yv kita butuh,netral,0,1,0
aplikasi ini sangat membantu dan responya sangat cepat baik dan membantu kita memahami gejala apa yang terjadi,positif,0,0,1
ma sya alah aplikasi ini sangat membantu utamanya disat kita sedang dalam kondisi yang sulit untuk bisa mendatangi dokter langsung untuk sakit yang tdak bgitu parah saya rasa berkonsultasi lewat aplikasi ini sangat membantu dokternya juga sangat ramah dan memberikan penjelasan yang cukup detail kita juga langsung dikasih resep dari dokternya dan obatnyapun bisa langsung diantarkan,negatif,1,0,0
ok banget informatif dapat dimengerti terimakasih banget,positif,0,0,1
aplikasi sangat recomended semoga semakin baik kedepan terima kasih,positif,0,0,1
baru pertama mengunakan aplikasi ini luar biasa layanan ramah dan jelas tidak meragukan untuk di rekomendasikan ke teman dan keluarga aplikasi ini,netral,0,1,0
sangat bagus memudahkan kita untuk konsultasi ke dokter dokternya ramah banget dan responya sangat cepat,positif,0,0,1
dokternya baik memberikan penjelasanya jelas saya suka apalikasi ini karena sangat membantu buat saya terimakasih halodok,positif,0,0,1
